Wall time,Step,Value
1632297325.6555471,0,-511.22442626953125
1632297325.8456614,1,-461.5540466308594
1632297326.088702,2,-125.82603454589844
1632297326.2238133,3,-145.4374237060547
1632297326.8391356,4,-705.2976684570312
1632297327.1000443,5,-368.71533203125
1632297328.0269287,6,-295.9190368652344
1632297328.279124,7,-203.0619354248047
1632297328.6881697,8,-433.2950744628906
1632297329.2358272,9,-194.29246520996094
1632297329.5136404,10,-261.0250244140625
1632297330.9729764,11,-260.0026550292969
1632297332.124565,12,-149.5499267578125
1632297333.2778864,13,-158.8778076171875
1632297334.5837305,14,-226.76470947265625
1632297338.2796814,15,-148.1698455810547
1632297338.7939677,16,-103.97140502929688
1632297339.2032986,17,-108.41458129882812
1632297339.6210983,18,-117.44957733154297
1632297339.862263,19,-747.6172485351562
1632297340.5738232,20,-137.36691284179688
1632297343.0902107,21,-408.2210388183594
1632297343.4694166,22,-95.20040893554688
1632297344.6138422,23,-196.31976318359375
1632297347.1859806,24,-309.4579772949219
1632297348.332548,25,-46.987464904785156
1632297350.4634416,26,-112.79798126220703
1632297353.02744,27,-246.1613311767578
1632297354.7701023,28,-202.56646728515625
1632297356.9691358,29,-210.89743041992188
1632297358.7264912,30,-242.69686889648438
1632297360.7163758,31,-222.9210205078125
1632297362.2503173,32,-187.59828186035156
1632297364.3857224,33,-246.96542358398438
1632297367.665013,34,-287.739501953125
1632297371.7073503,35,-179.031982421875
1632297376.0205095,36,-170.29888916015625
1632297379.8642693,37,-159.96893310546875
1632297383.8331969,38,-170.73965454101562
1632297384.924875,39,-141.33641052246094
1632297389.2707903,40,-160.24562072753906
1632297390.2476802,41,-183.39877319335938
1632297392.665092,42,-212.97470092773438
1632297394.3960397,43,-192.4619903564453
1632297395.3497534,44,-148.72132873535156
1632297396.2913468,45,-91.61871337890625
1632297400.521243,46,-183.08529663085938
1632297402.7187915,47,-199.86447143554688
1632297403.4527178,48,-123.952392578125
1632297404.2314522,49,-139.47813415527344
1632297406.0921364,50,-230.94761657714844
1632297407.680943,51,-225.10610961914062
