Wall time,Step,Value
1632354660.6980171,0,-472.53448486328125
1632354661.1718574,1,-670.8773803710938
1632354661.6005979,2,-317.11651611328125
1632354662.1132996,3,-388.7170104980469
1632354662.7761817,4,-288.0582275390625
1632354663.4498196,5,-225.19332885742188
1632354664.151625,6,-303.49664306640625
1632354664.7426863,7,64.5761489868164
1632354666.546459,8,-175.24887084960938
1632354667.0336177,9,-282.1755065917969
1632354667.5333831,10,-237.87139892578125
1632354668.1662867,11,-319.89410400390625
1632354671.4373715,12,-142.1766815185547
1632354674.8741221,13,-331.77935791015625
1632354675.5105941,14,-350.93218994140625
1632354675.957098,15,-239.89906311035156
1632354676.384816,16,-301.6086120605469
1632354679.9202278,17,-96.4818344116211
1632354680.3301992,18,-325.6683044433594
1632354687.9612987,19,-124.11831665039062
1632354694.0014362,20,-357.1167907714844
1632354701.1904864,21,-40.156532287597656
1632354706.058907,22,-96.53321838378906
1632354712.7936769,23,-87.36727142333984
1632354720.4193347,24,-114.7406234741211
1632354726.7955174,25,-104.37619018554688
1632354733.6568244,26,18.092878341674805
1632354738.7982225,27,-129.34344482421875
1632354746.1438434,28,53.68418884277344
1632354751.3455427,29,108.63855743408203
1632354757.012933,30,-317.06732177734375
1632354761.9214923,31,-139.4295654296875
1632354764.638547,32,-195.5584716796875
1632354770.1113737,33,-287.0226745605469
1632354775.1947868,34,-355.6575012207031
1632354781.4047306,35,-149.09219360351562
1632354784.7412684,36,-185.4549102783203
1632354786.004732,37,-88.91840362548828
1632354791.9998744,38,-183.98402404785156
1632354793.4162858,39,-103.10564422607422
1632354794.0022306,40,-125.77071380615234
1632354794.424856,41,-94.6676025390625
1632354794.9972963,42,-67.34327697753906
1632354803.0068505,43,-35.8665657043457
1632354810.852461,44,66.5835952758789
1632354811.346825,45,-78.82876586914062
1632354814.6567278,46,-220.14425659179688
1632354821.2762923,47,-7.035980701446533
1632354830.349041,48,-99.84513092041016
1632354847.339121,49,29.310651779174805
1632354852.3229928,50,-231.491943359375
1632354854.142494,51,124.85517120361328
1632354854.7318857,52,-115.59757995605469
1632354861.0676272,53,21.681215286254883
1632354863.3015287,54,-192.18630981445312
1632354869.5782523,55,-58.65848159790039
1632354876.63971,56,-230.11907958984375
1632354881.2468214,57,-274.98193359375
1632354882.5286288,58,-29.080577850341797
1632354884.8350859,59,-89.18186950683594
1632354889.0475287,60,-164.9970245361328
1632354890.1895726,61,-169.07052612304688
1632354892.0706325,62,-104.42669677734375
1632354895.0876906,63,-135.11715698242188
1632354895.7464983,64,-130.93470764160156
1632354900.0865555,65,-104.00846862792969
1632354901.6615834,66,-45.88410186767578
1632354902.4160602,67,-264.0286560058594
