Wall time,Step,Value
1632269220.7729013,0,-289.2564697265625
1632269221.005516,1,-116.95684051513672
1632269221.2201946,2,-58.41957473754883
1632269221.3842988,3,-66.775146484375
1632269221.531511,4,-70.4509506225586
1632269221.8345642,5,-99.44438934326172
1632269222.0808256,6,-439.7677917480469
1632269222.395133,7,-523.447021484375
1632269222.6397572,8,-447.8372802734375
1632269222.901262,9,-54.62660598754883
1632269223.1781843,10,-548.1747436523438
1632269223.3729482,11,-489.33038330078125
1632269223.5295322,12,-372.2712097167969
1632269224.2194448,13,-228.67274475097656
1632269224.5037096,14,-344.4228820800781
1632269224.7686815,15,-423.4228515625
1632269225.013562,16,-329.6120910644531
1632269225.6003013,17,-54.75254440307617
1632269225.9103181,18,-33.39573287963867
1632269226.1944373,19,-80.4437484741211
1632269230.0153897,20,-59.52622604370117
1632269230.259103,21,-282.447265625
1632269234.8810923,22,-58.890113830566406
1632269235.1301072,23,-290.22198486328125
1632269235.4624503,24,-236.27268981933594
1632269235.941137,25,-208.4872589111328
1632269236.2369661,26,-243.8167266845703
1632269236.6780324,27,-155.60060119628906
1632269241.0397038,28,-170.37205505371094
1632269241.408609,29,-246.7465362548828
1632269245.4282572,30,-180.46292114257812
1632269249.5707014,31,-170.39105224609375
1632269253.5210402,32,-141.9438018798828
1632269257.7230256,33,-140.25450134277344
1632269258.0141454,34,-130.5332489013672
1632269261.9932933,35,-140.92381286621094
1632269266.0992482,36,-139.67816162109375
1632269266.451797,37,-91.12286376953125
1632269270.9871252,38,-138.88490295410156
1632269274.5834622,39,9.413878440856934
1632269275.0568438,40,-283.4845275878906
1632269279.2963092,41,-145.83123779296875
1632269279.8635325,42,-86.1195297241211
1632269280.7638617,43,-471.6172180175781
1632269281.2315533,44,-285.6003723144531
1632269281.7411199,45,-408.7529602050781
1632269285.3310037,46,-167.31195068359375
1632269285.7374644,47,-401.7229919433594
1632269285.9959724,48,-429.68408203125
1632269286.6666105,49,-354.3590087890625
1632269287.2148066,50,-225.04229736328125
1632269287.8406448,51,2.883012294769287
1632269291.9624207,52,-151.1210174560547
1632269294.0525646,53,-219.19000244140625
1632269294.3736725,54,-333.72943115234375
1632269294.9339,55,-155.41635131835938
1632269295.9377692,56,-405.9931640625
1632269296.2670505,57,-331.3207702636719
1632269296.7359502,58,-218.1646728515625
1632269297.1688132,59,-527.6725463867188
1632269297.397883,60,-490.11761474609375
1632269297.9372623,61,-474.11932373046875
1632269298.1933258,62,-539.2440185546875
1632269298.4445722,63,-439.5308532714844
1632269298.707135,64,-491.778564453125
1632269298.9924686,65,-342.2303466796875
1632269303.4193168,66,-188.58743286132812
1632269303.9669704,67,-248.69375610351562
1632269304.520165,68,-173.69537353515625
1632269306.4538147,69,-222.07852172851562
1632269307.121599,70,-305.9644775390625
1632269307.7306316,71,-119.31986236572266
1632269311.76351,72,-199.69021606445312
1632269312.5373225,73,-270.5169982910156
1632269313.3024154,74,-290.936767578125
1632269314.2997417,75,-101.54641723632812
1632269318.5121562,76,-175.034912109375
1632269318.9319959,77,-150.66773986816406
1632269319.95633,78,-242.15789794921875
1632269323.7843673,79,-166.3935546875
1632269328.0698802,80,-172.57391357421875
1632269328.4358718,81,-162.05792236328125
1632269332.6682453,82,-162.77879333496094
1632269336.8865173,83,-170.38864135742188
1632269337.1407912,84,-496.42950439453125
1632269337.4397957,85,-288.1439514160156
1632269337.8514955,86,-261.87713623046875
1632269338.2268004,87,-276.1529846191406
1632269342.0475695,88,-138.00291442871094
1632269346.1931663,89,-122.56553649902344
1632269351.1018739,90,-126.9750747680664
1632269355.3123567,91,-129.78717041015625
1632269355.6516874,92,-421.7707214355469
1632269355.9828296,93,-432.7713623046875
1632269360.1943877,94,-158.1657257080078
1632269360.4595633,95,-526.1051635742188
1632269361.284348,96,-384.4670104980469
1632269365.6252606,97,-132.57980346679688
1632269370.119935,98,-145.1485137939453
1632269374.7234206,99,-159.99685668945312
1632269375.0648234,100,-268.57501220703125
1632269379.2932804,101,-112.30523681640625
1632269380.2400465,102,-195.43638610839844
1632269384.6270134,103,-136.56605529785156
1632269389.6320531,104,-128.25314331054688
1632269393.5677254,105,-135.84823608398438
1632269398.2316825,106,-145.5842742919922
1632269398.6551886,107,-98.86986541748047
1632269403.2854943,108,-75.6858901977539
1632269407.7200685,109,-126.20760345458984
1632269412.1996813,110,-109.14678192138672
1632269416.6292644,111,-128.171875
1632269420.8275251,112,-126.36006927490234
1632269425.2582557,113,-115.87319946289062
1632269426.2192967,114,-203.85986328125
1632269431.0236957,115,-129.5098114013672
1632269435.7251477,116,-118.5035629272461
1632269440.1431584,117,-96.92383575439453
1632269444.9194615,118,-157.8564453125
1632269449.490615,119,-71.76334381103516
1632269453.9236536,120,-79.50934600830078
1632269458.6343963,121,-85.9970474243164
1632269463.7132587,122,-89.60946655273438
1632269468.1343434,123,-120.11933898925781
1632269472.9202628,124,-142.20582580566406
1632269477.6101232,125,-107.59587097167969
1632269482.402838,126,-79.96684265136719
1632269486.939576,127,-106.47471618652344
1632269492.2005498,128,-113.739501953125
1632269496.912863,129,-93.06108856201172
