Wall time,Step,Value
1632320263.935835,0,-217.11392211914062
1632320264.2518396,1,-245.0844268798828
1632320264.6860926,2,-163.79852294921875
1632320265.0426416,3,-458.4856262207031
1632320266.7182927,4,-836.131591796875
1632320267.0795846,5,-156.15855407714844
1632320267.4728727,6,-120.36386108398438
1632320267.708468,7,-127.98628234863281
1632320268.0644953,8,-87.2601547241211
1632320268.3528116,9,-178.79376220703125
1632320268.6085548,10,-132.76365661621094
1632320269.0469923,11,-232.5309600830078
1632320272.260855,12,-297.7028503417969
1632320273.4348304,13,-208.64871215820312
1632320274.1800911,14,-162.3950653076172
1632320275.0034819,15,-253.749755859375
1632320275.5189364,16,-48.23796463012695
1632320277.1854599,17,-106.78144073486328
1632320278.3693292,18,-261.1163330078125
1632320279.5352135,19,-124.7393798828125
1632320281.0006354,20,-147.04588317871094
1632320282.1334097,21,-250.2467498779297
1632320283.1301782,22,-49.04052734375
1632320283.853772,23,-290.0138244628906
1632320284.2293196,24,-297.3043518066406
1632320284.609487,25,-473.65838623046875
1632320285.1473608,26,57.61223602294922
1632320285.70977,27,-106.90176391601562
1632320286.2498145,28,-202.45909118652344
1632320287.9541903,29,-53.25437545776367
1632320289.7311218,30,-88.45582580566406
1632320290.2796621,31,-326.1898193359375
1632320291.282636,32,-15.859455108642578
1632320293.5770357,33,-283.57965087890625
1632320295.9650934,34,140.5640106201172
1632320299.9939566,35,156.6160888671875
1632320301.9486916,36,-69.83855438232422
1632320303.5624297,37,-223.6597900390625
1632320305.9014537,38,-105.09830474853516
1632320309.4731436,39,-211.62435913085938
1632320311.3891075,40,17.029762268066406
1632320312.4309828,41,-206.19454956054688
1632320314.2985084,42,-118.74919128417969
1632320315.1809049,43,6.61001443862915
1632320322.1039593,44,-58.611167907714844
1632320329.4855065,45,-105.60541534423828
1632320330.5560615,46,-84.67517852783203
1632320332.7438,47,-197.08497619628906
1632320333.8384593,48,-94.65814208984375
1632320340.677184,49,207.79551696777344
1632320341.4591851,50,-68.90703582763672
1632320342.1349275,51,-95.54060363769531
1632320342.936287,52,-4.975050926208496
1632320344.5350108,53,-135.56903076171875
1632320347.319463,54,-202.9737548828125
1632320350.7605724,55,-211.52284240722656
1632320352.1949909,56,-99.08911895751953
1632320355.6416807,57,-104.85514831542969
1632320357.9226315,58,-173.52490234375
1632320360.3894525,59,195.48611450195312
1632320364.295534,60,-142.23117065429688
1632320368.2368743,61,-176.841552734375
1632320370.2748666,62,-136.25709533691406
1632320376.6119745,63,-215.08169555664062
1632320383.6850374,64,-57.421531677246094
1632320385.802337,65,-114.3572998046875
1632320388.8894088,66,-124.40505981445312
1632320396.0553546,67,-49.83784103393555
1632320398.2918406,68,-67.62939453125
1632320405.0230758,69,-35.28957748413086
1632320413.058416,70,-38.860294342041016
1632320419.4561172,71,-31.63962745666504
1632320423.4193707,72,239.94393920898438
1632320424.0134597,73,-250.1758270263672
1632320425.566689,74,308.9759521484375
1632320428.9280143,75,265.93719482421875
1632320429.6697497,76,17.796491622924805
1632320436.919908,77,-47.725521087646484
1632320437.5575747,78,18.560230255126953
1632320444.857452,79,-11.408699989318848
1632320452.0793295,80,-25.721437454223633
1632320454.095931,81,-128.75729370117188
1632320459.6801753,82,213.64901733398438
1632320460.5886095,83,285.07879638671875
1632320461.3611283,84,32.10137176513672
1632320461.8000395,85,-158.6069793701172
1632320462.334867,86,-16.326601028442383
1632320463.4948168,87,289.8942565917969
1632320469.613842,88,-312.8287048339844
1632320470.0824742,89,6.841858863830566
1632320470.6628628,90,4.201023578643799
1632320474.3014302,91,201.90501403808594
1632320477.9785125,92,237.2425079345703
1632320480.794732,93,203.6463623046875
1632320482.5353222,94,236.71694946289062
1632320482.9900851,95,-76.42464447021484
1632320487.4263444,96,-425.0854187011719
1632320487.8539593,97,-119.84801483154297
1632320488.3171844,98,-43.00615692138672
1632320490.4040773,99,-122.44734954833984
1632320492.3596509,100,250.6820068359375
1632320493.5017328,101,-112.03996276855469
1632320494.7799397,102,-9.473795890808105
1632320496.8032541,103,244.454345703125
1632320499.2237666,104,-160.02517700195312
1632320499.6537108,105,-161.83486938476562
1632320502.8348234,106,246.86680603027344
1632320503.5216417,107,-72.2040786743164
1632320504.9825554,108,212.11993408203125
1632320505.8516474,109,-78.96083068847656
1632320507.9302423,110,-215.3448028564453
1632320509.318541,111,-226.33963012695312
1632320510.8462741,112,-302.89459228515625
1632320512.7450995,113,192.31057739257812
1632320513.3606746,114,59.21183395385742
1632320518.9547539,115,148.69671630859375
1632320519.4684846,116,-116.947021484375
1632320520.9425569,117,233.16818237304688
1632320522.8568444,118,227.1623992919922
1632320526.6457253,119,-327.73760986328125
1632320527.2184222,120,-263.08477783203125
1632320527.7371452,121,-358.61383056640625
1632320528.1911483,122,-260.6228332519531
1632320530.6333203,123,169.67559814453125
1632320532.6108706,124,238.1859588623047
1632320533.4171326,125,-321.7728271484375
1632320534.109691,126,-59.412410736083984
1632320536.275521,127,241.22238159179688
1632320537.0571642,128,-43.236663818359375
1632320539.9680576,129,259.0931701660156
1632320542.5219336,130,254.99974060058594
1632320544.4932046,131,232.64712524414062
1632320546.975088,132,-286.8522033691406
1632320548.8263705,133,-238.4563446044922
1632320550.0009534,134,-61.45480728149414
1632320550.758994,135,-15.708110809326172
1632320553.707412,136,261.7203063964844
