Wall time,Step,Value
1632275307.728141,0,-226.0943603515625
1632275307.923535,1,-332.23541259765625
1632275308.1960945,2,-203.80020141601562
1632275308.3295388,3,-60.869842529296875
1632275308.5025141,4,-136.84963989257812
1632275308.7416768,5,-376.6465148925781
1632275308.966378,6,-108.13129425048828
1632275309.369832,7,-230.68324279785156
1632275309.673014,8,-254.5138702392578
1632275310.2253532,9,-264.846435546875
1632275310.5673456,10,-66.62472534179688
1632275311.0374491,11,-6.2279205322265625
1632275314.5704906,12,-215.4894256591797
1632275316.3820007,13,-9.378751754760742
1632275317.9117603,14,-77.99053955078125
1632275318.3785348,15,-56.69547653198242
1632275318.8998647,16,-162.19381713867188
1632275322.3960006,17,-14.255935668945312
1632275325.0585032,18,-160.29627990722656
1632275325.7183175,19,-100.31909942626953
1632275328.5628285,20,-151.1349639892578
1632275332.0242383,21,-95.93959045410156
1632275336.0018013,22,-99.37925720214844
1632275339.8792133,23,-41.87403106689453
1632275343.9281619,24,-69.10242462158203
1632275346.0353322,25,-229.29795837402344
1632275347.3143835,26,-175.80599975585938
1632275351.4415243,27,-111.98006439208984
1632275354.9225535,28,-265.1020202636719
1632275355.2668617,29,-169.60609436035156
1632275359.5799031,30,-108.9731216430664
1632275364.2316732,31,-84.7325439453125
1632275364.6051044,32,-26.61600112915039
1632275368.474195,33,-40.12546920776367
1632275372.6750913,34,-28.39869499206543
1632275376.602627,35,-18.53565216064453
1632275378.404114,36,-338.9549255371094
1632275378.8751123,37,49.17023849487305
1632275383.106965,38,-31.258275985717773
1632275383.8584828,39,7.885599613189697
1632275387.5184987,40,-86.63558197021484
1632275388.9187224,41,-71.5252685546875
1632275393.5156043,42,-46.587093353271484
1632275395.4781635,43,-384.06951904296875
1632275399.9172838,44,-57.35994338989258
1632275400.0897214,45,-195.07501220703125
1632275403.9095964,46,-119.16511535644531
1632275406.7978802,47,-287.5405578613281
1632275407.908857,48,248.9727783203125
1632275411.7082727,49,-30.35918617248535
1632275416.2704654,50,-167.6439666748047
1632275416.8056526,51,-10.80571174621582
1632275419.6069303,52,183.921875
1632275423.5196471,53,-71.37380981445312
1632275427.4745958,54,-99.90062713623047
1632275431.832363,55,-26.88457489013672
1632275432.317732,56,-8.119731903076172
1632275436.7633421,57,-59.76445007324219
1632275440.6678095,58,175.67294311523438
1632275445.9259582,59,-101.20944213867188
1632275446.2634113,60,-41.44919967651367
1632275451.2564929,61,-49.22804260253906
1632275452.3490348,62,178.65516662597656
1632275456.4636812,63,-31.66412925720215
1632275460.183511,64,-59.481449127197266
1632275462.5266397,65,-363.6061706542969
1632275462.7604027,66,-17.877466201782227
1632275467.1271453,67,-76.21322631835938
1632275471.3543272,68,-78.31912231445312
1632275475.9134676,69,-23.947355270385742
1632275477.4858985,70,-72.0699462890625
1632275477.789813,71,-10.210725784301758
1632275478.762717,72,252.58323669433594
1632275483.0584083,73,-89.93111419677734
1632275486.9555557,74,3.472273111343384
1632275491.4015641,75,-88.66122436523438
1632275493.1923087,76,227.88832092285156
1632275495.2888398,77,-553.76953125
1632275498.8114645,78,-203.21676635742188
1632275499.1252453,79,86.41902923583984
1632275503.6494136,80,-50.579654693603516
1632275504.1520932,81,-455.8218994140625
1632275505.2445734,82,-350.30523681640625
1632275509.8178515,83,22.54793357849121
1632275514.2780244,84,-91.31613159179688
1632275518.9674406,85,-53.807716369628906
1632275520.6164665,86,-196.64447021484375
1632275525.1134212,87,-42.032814025878906
1632275528.0752027,88,137.8931121826172
1632275528.4308958,89,-104.97274017333984
1632275533.6579695,90,-15.824377059936523
1632275536.4624207,91,-191.0070343017578
1632275537.1593707,92,-51.5440559387207
1632275538.8409247,93,256.7615051269531
1632275540.406788,94,234.0380096435547
1632275540.966871,95,-104.4822006225586
1632275542.401974,96,283.0827331542969
1632275547.0293868,97,-52.081119537353516
1632275548.985207,98,247.46890258789062
1632275549.578962,99,-40.970489501953125
1632275550.0420296,100,-98.49951934814453
1632275551.0594604,101,293.8733215332031
1632275552.3033159,102,241.9875946044922
1632275554.4808187,103,233.98886108398438
1632275555.0051143,104,-23.267213821411133
1632275557.0973687,105,169.93075561523438
1632275557.985977,106,8.416984558105469
1632275559.7926416,107,243.7288818359375
1632275560.0945454,108,-372.39849853515625
1632275564.622828,109,131.0286102294922
1632275565.627415,110,283.10009765625
1632275566.5423186,111,13.648598670959473
1632275567.653799,112,288.84442138671875
1632275569.6080706,113,236.0262451171875
1632275570.3982103,114,267.366455078125
1632275575.0020854,115,5.571619033813477
1632275575.5760343,116,17.0895938873291
1632275577.0064545,117,-70.81128692626953
1632275577.7162228,118,-10.413434028625488
1632275578.5421464,119,-138.11810302734375
1632275579.9079936,120,289.15118408203125
1632275584.4791598,121,105.8940200805664
1632275585.6787665,122,293.73577880859375
1632275587.59198,123,23.620349884033203
1632275591.9393866,124,126.95777893066406
1632275593.6012905,125,224.52650451660156
1632275595.1691682,126,290.14398193359375
1632275596.8401065,127,216.77423095703125
1632275597.5918365,128,223.2371368408203
1632275598.684961,129,257.1464538574219
1632275599.224401,130,-7.028510093688965
1632275600.2868884,131,256.5531921386719
1632275602.3775482,132,219.82034301757812
1632275603.0924187,133,-33.435546875
1632275603.805276,134,-6.247211933135986
1632275604.915415,135,207.18255615234375
1632275607.662291,136,251.37298583984375
1632275608.5709035,137,25.51148796081543
1632275610.2385206,138,258.0832214355469
1632275611.0413582,139,243.80569458007812
1632275612.841834,140,260.5240478515625
1632275613.9243739,141,261.33197021484375
1632275615.7327514,142,233.0111846923828
1632275616.872818,143,281.2085266113281
1632275619.9660442,144,239.9604949951172
1632275620.5169814,145,8.690884590148926
1632275622.5864823,146,279.09716796875
1632275623.7814376,147,232.0618438720703
1632275624.3166544,148,3.123730421066284
1632275629.1200602,149,108.98299407958984
1632275629.6812181,150,34.199928283691406
1632275631.937077,151,176.37083435058594
1632275633.4724486,152,259.79840087890625
1632275634.181903,153,-216.82215881347656
1632275634.7487938,154,5.1442999839782715
1632275639.3137918,155,111.97917938232422
1632275643.2116604,156,255.2593536376953
1632275644.745574,157,210.82730102539062
1632275646.015451,158,280.8856506347656
1632275647.4513655,159,263.0256652832031
1632275652.2704449,160,130.0408477783203
1632275654.9008913,161,280.1169128417969
1632275655.6780858,162,207.43472290039062
1632275660.2808156,163,257.85186767578125
1632275663.312376,164,214.6195068359375
1632275663.7845137,165,3.100773572921753
1632275664.726805,166,218.78762817382812
1632275665.9994109,167,254.9552459716797
1632275671.1567018,168,105.0898666381836
1632275676.0270596,169,126.11387634277344
1632275678.217457,170,247.30743408203125
1632275679.2895787,171,267.6219482421875
1632275683.1857529,172,256.1446838378906
1632275685.552357,173,182.7712860107422
1632275686.165844,174,64.38795471191406
1632275687.2774112,175,259.62872314453125
1632275692.4633718,176,127.90283203125
1632275693.6117747,177,263.2186279296875
1632275698.410387,178,252.37916564941406
1632275699.3650913,179,255.73532104492188
1632275700.0671272,180,5.2320098876953125
1632275701.479576,181,-19.607112884521484
1632275704.6246736,182,265.5197448730469
1632275705.2493494,183,-32.49466323852539
1632275706.1979659,184,297.994140625
1632275711.283226,185,135.67323303222656
1632275712.6552079,186,270.51007080078125
1632275715.3744233,187,234.77735900878906
1632275720.9434323,188,148.6064453125
1632275721.575481,189,27.087732315063477
1632275726.4813251,190,131.73463439941406
1632275728.184067,191,318.0253601074219
1632275730.6418195,192,266.39697265625
1632275731.5867014,193,25.331384658813477
1632275736.5912707,194,153.9921112060547
1632275737.981895,195,220.32827758789062
1632275741.1413743,196,250.63490295410156
1632275743.3056853,197,301.451416015625
1632275746.5737398,198,189.78794860839844
1632275747.5514126,199,-7.5115437507629395
1632275752.579739,200,125.25007629394531
1632275753.4273396,201,-277.19989013671875
1632275758.7825446,202,143.2154541015625
1632275764.0413296,203,121.28916931152344
1632275767.7224295,204,246.21142578125
1632275769.6508954,205,271.64312744140625
1632275773.1752238,206,261.51055908203125
1632275774.0243819,207,8.811965942382812
1632275776.1353223,208,206.7524871826172
1632275778.9524043,209,261.4709167480469
1632275781.970724,210,271.3910217285156
1632275784.8534935,211,247.66856384277344
1632275786.1266594,212,265.0813293457031
1632275791.464844,213,119.81155395507812
1632275795.4566813,214,274.6323547363281
1632275795.9212472,215,-119.62916564941406
1632275800.5572708,216,246.1002960205078
1632275805.5912552,217,91.8910903930664
1632275806.1481173,218,-269.4791259765625
1632275806.5694275,219,-152.9090118408203
1632275808.3054075,220,234.857666015625
1632275812.1362982,221,279.35498046875
1632275815.1559722,222,257.8388671875
1632275820.2705631,223,108.79350280761719
1632275822.2626555,224,238.57125854492188
1632275824.5208263,225,141.1300048828125
1632275827.1101975,226,207.2501220703125
1632275827.7652369,227,-17.178464889526367
1632275829.8996518,228,154.11380004882812
1632275835.012164,229,255.35704040527344
1632275836.0824986,230,0.9366984963417053
1632275837.4338436,231,28.49834632873535
1632275837.838464,232,-101.6087875366211
1632275838.4453738,233,4.372426986694336
1632275838.8901036,234,-95.47261047363281
1632275844.226603,235,117.41484832763672
1632275849.2156684,236,148.35311889648438
1632275854.2102218,237,124.86186218261719
1632275859.6150734,238,98.37959289550781
1632275861.071746,239,220.31939697265625
1632275862.7524593,240,221.871826171875
1632275868.1441174,241,131.2276611328125
1632275873.3867095,242,126.3317642211914
1632275874.0469728,243,-153.86720275878906
1632275879.451642,244,119.18018341064453
